order_id,order_date,customer_id,customer_node_id,depot_id,agent_id,agent_age,depot_lat,depot_lon,customer_lat,customer_lon,customer_name,observed_eta_min,rating,area,node_order_count,direct_depot_customer_km,is_distance_outlier,is_routing_eligible
hfyi856234576,2022-03-27,hfyi856234576,NODE-1850,DEPOT-288,AGENT-DEPOT-288-AGE-22,22,23.353783,85.326967,23.443783,85.416967,Customer 1850,75,4.5,Other,16,13.583332471810195,False,True
wmzt454654178,2022-02-12,wmzt454654178,NODE-2902,DEPOT-093,AGENT-DEPOT-093-AGE-36,36,26.483042,80.317833,26.623042,80.457833,Customer 2902,130,4.7,Metropolitian ,4,20.886678968737964,False,True
xptv602604773,2022-02-18,xptv602604773,NODE-2903,DEPOT-416,AGENT-DEPOT-416-AGE-24,24,-25.449659,81.839744,25.579659,81.969744,Customer 2903,135,4.9,Metropolitian ,1,5674.218451041704,True,False
kdoi749308717,2022-03-14,kdoi749308717,NODE-2904,DEPOT-044,AGENT-DEPOT-044-AGE-27,27,11.003681,76.975525,11.113681,77.085525,Customer 2904,85,4.8,Metropolitian ,12,17.138022132927368,False,True
xmip518164204,2022-02-14,xmip518164204,NODE-2905,DEPOT-108,AGENT-DEPOT-108-AGE-35,35,22.538731,88.364878,22.618731,88.444878,Customer 2905,85,4.6,Metropolitian ,2,12.10775059211474,False,True
qbkb252363734,2022-03-02,qbkb252363734,NODE-2506,DEPOT-238,AGENT-DEPOT-238-AGE-28,28,26.905287,75.794592,26.985287,75.874592,Customer 2506,65,5.0,Urban ,13,11.916990180554908,False,True
feru635332340,2022-03-07,feru635332340,NODE-2153,DEPOT-279,AGENT-DEPOT-279-AGE-36,36,23.355164,85.324097,23.375164,85.344097,Customer 2153,125,4.7,Metropolitian ,15,3.0188687420087144,False,True
lvwk495188066,2022-03-19,lvwk495188066,NODE-2139,DEPOT-177,AGENT-DEPOT-177-AGE-23,23,26.90519,75.810753,26.94519,75.850753,Customer 2139,130,4.7,Metropolitian ,16,5.958965689667192,False,True
unkm177794816,2022-02-17,unkm177794816,NODE-2767,DEPOT-346,AGENT-DEPOT-346-AGE-37,37,23.264015,77.408236,23.304015,77.448236,Customer 2767,85,5.0,Urban ,3,6.039424422924846,False,True
xdah783460945,2022-03-21,xdah783460945,NODE-0172,DEPOT-134,AGENT-DEPOT-134-AGE-20,20,12.949934,77.699386,13.009934,77.759386,Customer 0172,90,4.7,Metropolitian ,13,9.31544163550089,False,True
osez810303245,2022-03-20,osez810303245,NODE-1795,DEPOT-159,AGENT-DEPOT-159-AGE-28,28,13.026279,80.174568,13.116279,80.264568,Customer 1795,145,4.8,Metropolitian ,15,13.970652591255588,False,True
lffe175419676,2022-03-23,lffe175419676,NODE-0083,DEPOT-030,AGENT-DEPOT-030-AGE-25,25,21.160437,72.774209,21.270437,72.884209,Customer 0083,140,4.8,Urban ,16,16.721976048741215,False,True
vzgz484379416,2022-03-20,vzgz484379416,NODE-0424,DEPOT-141,AGENT-DEPOT-141-AGE-30,30,26.846156,75.8023,26.956156,75.9123,Customer 0424,145,4.6,Metropolitian ,13,16.388699354723066,False,True
auyo103186470,2022-03-20,auyo103186470,NODE-1877,DEPOT-077,AGENT-DEPOT-077-AGE-31,31,19.1813,72.836191,19.2713,72.926191,Customer 1877,210,3.8,Metropolitian ,13,13.763778584951167,False,True
yapj085531572,2022-03-25,yapj085531572,NODE-1373,DEPOT-246,AGENT-DEPOT-246-AGE-27,27,12.334022,76.618203,12.464022,76.748203,Customer 1373,100,4.6,Metropolitian ,12,20.20593639018606,False,True
xiey463962030,2022-04-01,xiey463962030,NODE-0775,DEPOT-281,AGENT-DEPOT-281-AGE-37,37,18.53408,73.89852,18.58408,73.94852,Customer 0775,145,4.7,Metropolitian ,15,7.66095172081025,False,True
wayc433806474,2022-03-07,wayc433806474,NODE-1341,DEPOT-206,AGENT-DEPOT-206-AGE-33,33,13.045479,80.23311,13.065479,80.25311,Customer 1341,140,4.3,Metropolitian ,14,3.1046863669122655,False,True
brsp138703855,2022-03-26,brsp138703855,NODE-2901,DEPOT-290,AGENT-DEPOT-290-AGE-20,20,23.374989,85.335486,23.384989,85.345486,Customer 2901,80,4.7,Urban ,16,1.5093571915760948,False,True
jhvd885484569,2022-03-30,jhvd885484569,NODE-1899,DEPOT-078,AGENT-DEPOT-078-AGE-35,35,22.727021,75.884167,22.787021,75.944167,Customer 1899,95,4.8,Metropolitian ,15,9.075387359616569,False,True
znaq525848611,2022-03-30,znaq525848611,NODE-1497,DEPOT-169,AGENT-DEPOT-169-AGE-38,38,22.753839,75.897429,22.783839,75.927429,Customer 1497,195,4.3,Metropolitian ,12,4.537513326842717,False,True
mfms542523649,2022-03-09,mfms542523649,NODE-2762,DEPOT-078,AGENT-DEPOT-078-AGE-37,37,22.727021,75.884167,22.767021,75.924167,Customer 2762,180,4.3,Metropolitian ,14,6.050461888076144,False,True
ntqa574155446,2022-04-01,ntqa574155446,NODE-1537,DEPOT-179,AGENT-DEPOT-179-AGE-37,37,12.323978,76.627961,12.373978,76.677961,Customer 1537,75,4.9,Urban ,16,7.772241951547949,False,True
vagk282321217,2022-03-16,vagk282321217,NODE-1232,DEPOT-139,AGENT-DEPOT-139-AGE-35,35,12.978453,77.643685,13.088453,77.753685,Customer 1232,150,4.9,Metropolitian ,15,17.076514098174254,False,True
xoaj324084544,2022-03-08,xoaj324084544,NODE-0739,DEPOT-259,AGENT-DEPOT-259-AGE-29,29,22.311844,73.165081,22.441844,73.295081,Customer 0739,105,4.8,Urban ,16,19.688308620509066,False,True
opjk190252636,2022-03-11,opjk190252636,NODE-2235,DEPOT-260,AGENT-DEPOT-260-AGE-36,36,18.994049,72.825203,19.014049,72.845203,Customer 2235,110,4.7,Metropolitian ,14,3.060557773040758,False,True
ymmk505299220,2022-03-23,ymmk505299220,NODE-0316,DEPOT-203,AGENT-DEPOT-203-AGE-36,36,13.049645,80.242268,13.139645,80.332268,Customer 0316,190,4.9,Metropolitian ,16,13.970007989574006,False,True
mgyd374838734,2022-03-26,mgyd374838734,NODE-1077,DEPOT-132,AGENT-DEPOT-132-AGE-39,39,12.323194,76.630583,12.353194,76.660583,Customer 1077,90,4.8,Metropolitian ,14,4.663439017652667,False,True
uhne071176544,2022-03-23,uhne071176544,NODE-0344,DEPOT-043,AGENT-DEPOT-043-AGE-32,32,21.175975,72.795503,21.285975,72.905503,Customer 0344,145,4.9,Metropolitian ,17,16.72115728076054,False,True
lmpw581592516,2022-02-16,lmpw581592516,NODE-2415,DEPOT-156,AGENT-DEPOT-156-AGE-39,39,25.457687,81.835585,25.597687,81.975585,Customer 2415,215,4.9,Metropolitian ,4,20.968415504249993,False,True
uila905850519,2022-03-03,uila905850519,NODE-0419,DEPOT-054,AGENT-DEPOT-054-AGE-20,20,21.157735,72.768778,21.167735,72.778778,Customer 0419,90,4.5,Metropolitian ,16,1.5204319193295497,False,True
rcso028240979,2022-03-04,rcso028240979,NODE-2639,DEPOT-125,AGENT-DEPOT-125-AGE-24,24,13.026286,80.275235,13.156286,80.405235,Customer 2639,60,4.9,Metropolitian ,13,20.179033045443173,False,True
zpps716045078,2022-03-24,zpps716045078,NODE-2007,DEPOT-244,AGENT-DEPOT-244-AGE-39,39,26.914142,75.805704,26.944142,75.835704,Customer 2007,130,5.0,Metropolitian ,14,4.4691549592640305,False,True
jkzh372697925,2022-03-09,jkzh372697925,NODE-0152,DEPOT-075,AGENT-DEPOT-075-AGE-24,24,18.530963,73.828972,18.590963,73.888972,Customer 0152,115,5.0,Metropolitian ,13,9.193093962702912,False,True
ofgj927652548,2022-03-21,ofgj927652548,NODE-0588,DEPOT-138,AGENT-DEPOT-138-AGE-39,39,17.429585,78.392621,17.489585,78.452621,Customer 0588,30,4.5,Urban ,14,9.220418694558179,False,True
xhme439048664,2022-04-05,xhme439048664,NODE-2655,DEPOT-120,AGENT-DEPOT-120-AGE-21,21,12.321214,76.621094,12.381214,76.681094,Customer 2655,105,4.5,Metropolitian ,14,9.326651352175272,False,True
ojxh383836679,2022-03-15,ojxh383836679,NODE-2906,DEPOT-335,AGENT-DEPOT-335-AGE-38,38,23.333017,85.3172,23.353017,85.3372,Customer 2906,165,4.2,Metropolitian ,15,3.019099196741175,False,True
zyqi102181378,2022-03-13,zyqi102181378,NODE-0450,DEPOT-066,AGENT-DEPOT-066-AGE-35,35,12.939496,77.625999,12.979496,77.665999,Customer 0450,135,4.7,Urban ,15,6.210543032489626,False,True
oyws295138476,2022-02-17,oyws295138476,NODE-2314,DEPOT-274,AGENT-DEPOT-274-AGE-33,33,30.893234,75.82172,30.903234,75.83172,Customer 2314,155,4.2,Metropolitian ,3,1.4652025747268527,False,True
cxvd133693964,2022-03-07,cxvd133693964,NODE-2535,DEPOT-279,AGENT-DEPOT-279-AGE-35,35,23.355164,85.324097,23.385164,85.354097,Customer 2535,120,4.5,Metropolitian ,14,4.528225009313327,False,True
coka448113567,2022-03-06,coka448113567,NODE-2621,DEPOT-066,AGENT-DEPOT-066-AGE-37,37,12.939496,77.625999,13.019496,77.705999,Customer 2621,175,4.9,Metropolitian ,14,12.420599246806638,False,True
xini691586074,2022-04-06,xini691586074,NODE-1373,DEPOT-246,AGENT-DEPOT-246-AGE-32,32,12.334022,76.618203,12.464022,76.748203,Customer 1373,135,4.6,Metropolitian ,12,20.20593639018606,False,True
sbht269320797,2022-03-16,sbht269320797,NODE-0083,DEPOT-030,AGENT-DEPOT-030-AGE-36,36,21.160437,72.774209,21.270437,72.884209,Customer 0083,195,4.4,Metropolitian ,16,16.721976048741215,False,True
rwkx760976976,2022-03-25,rwkx760976976,NODE-0402,DEPOT-142,AGENT-DEPOT-142-AGE-24,24,26.911927,75.797282,27.001927,75.887282,Customer 0402,125,4.6,Metropolitian ,14,13.406000552536867,False,True
sxwz698905442,2022-02-16,sxwz698905442,NODE-1907,DEPOT-041,AGENT-DEPOT-041-AGE-32,32,22.539129,88.365507,22.619129,88.445507,Customer 1907,255,4.8,Metropolitian ,4,12.107734496942113,False,True
zkqi058980465,2022-02-11,zkqi058980465,NODE-2468,DEPOT-180,AGENT-DEPOT-180-AGE-24,24,26.492106,80.327797,26.522106,80.357797,Customer 2468,120,4.7,Metropolitian ,3,4.476514374571238,False,True
tmlu987874941,2022-02-12,tmlu987874941,NODE-2822,DEPOT-374,AGENT-DEPOT-374-AGE-21,21,30.335259,78.053162,30.445259,78.163162,Customer 2822,165,4.1,Metropolitian ,3,16.15327446861657,False,True
hrjf444396587,2022-04-02,hrjf444396587,NODE-0950,DEPOT-039,AGENT-DEPOT-039-AGE-21,21,21.149569,72.772697,21.279569,72.902697,Customer 0950,75,5.0,Metropolitian ,16,19.762388480864143,False,True
prxt481711644,2022-03-14,prxt481711644,NODE-2907,DEPOT-075,AGENT-DEPOT-075-AGE-29,29,18.530963,73.828972,18.600963,73.898972,Customer 2907,27,4.6,Metropolitian ,17,10.725127399399225,False,True
widv687149765,2022-03-31,widv687149765,NODE-0067,DEPOT-038,AGENT-DEPOT-038-AGE-27,27,13.064181,80.236442,13.154181,80.326442,Customer 0067,90,5.0,Urban ,13,13.96960642768458,False,True
eusj311861071,2022-03-02,eusj311861071,NODE-2908,DEPOT-094,AGENT-DEPOT-094-AGE-20,20,23.359033,85.325347,23.489033,85.455347,Customer 2908,150,4.9,Metropolitian ,11,19.618656013659717,False,True
djrk815210722,2022-03-26,djrk815210722,NODE-2385,DEPOT-168,AGENT-DEPOT-168-AGE-37,37,21.15276,72.778059,21.16276,72.788059,Customer 2385,120,4.7,Metropolitian ,14,1.520455689583788,False,True
cjgz554460850,2022-02-16,cjgz554460850,NODE-2909,DEPOT-330,AGENT-DEPOT-330-AGE-33,33,15.574828,73.766883,15.644828,73.836883,Customer 2909,100,4.8,Metropolitian ,3,10.806640241071428,False,True
svmp678252442,2022-03-01,svmp678252442,NODE-2910,DEPOT-081,AGENT-DEPOT-081-AGE-23,23,12.284747,76.625861,12.294747,76.635861,Customer 2910,75,4.5,Metropolitian ,16,1.554619810773694,False,True
wboc224184307,2022-03-24,wboc224184307,NODE-0528,DEPOT-155,AGENT-DEPOT-155-AGE-29,29,11.006686,76.951736,11.016686,76.961736,Customer 0528,115,4.5,Metropolitian ,13,1.5581244322254744,False,True
cpii045567932,2022-03-15,cpii045567932,NODE-0115,DEPOT-097,AGENT-DEPOT-097-AGE-37,37,21.157729,72.768726,21.167729,72.778726,Customer 0115,160,4.2,Metropolitian ,15,1.520431947999248,False,True
rzxi172926923,2022-03-25,rzxi172926923,NODE-1939,DEPOT-141,AGENT-DEPOT-141-AGE-29,29,26.846156,75.8023,26.936156,75.8923,Customer 1939,70,4.7,Metropolitian ,13,13.409462339213027,False,True
lvss866151225,2022-03-23,lvss866151225,NODE-1634,DEPOT-250,AGENT-DEPOT-250-AGE-33,33,18.636215,73.751081,18.766215,73.881081,Customer 1634,220,4.8,Urban ,15,19.91059239709516,False,True
qmuu254981257,2022-03-01,qmuu254981257,NODE-0370,DEPOT-203,AGENT-DEPOT-203-AGE-30,30,13.049645,80.242268,13.079645,80.272268,Customer 0370,95,4.6,Metropolitian ,15,4.65694538594946,False,True
plty820232073,2022-03-30,plty820232073,NODE-1092,DEPOT-312,AGENT-DEPOT-312-AGE-22,22,12.323994,76.626167,12.373994,76.676167,Customer 1092,50,4.8,Urban ,17,7.772241719523235,False,True
jybe497283054,2022-03-30,jybe497283054,NODE-1786,DEPOT-304,AGENT-DEPOT-304-AGE-24,24,19.1093,72.825451,19.1193,72.835451,Customer 1786,95,4.6,Urban ,16,1.5297989528631668,False,True
foyq895048327,2022-04-04,foyq895048327,NODE-2351,DEPOT-218,AGENT-DEPOT-218-AGE-25,25,13.066762,80.251865,13.176762,80.361865,Customer 2351,145,4.9,Metropolitian ,15,17.073537690614117,False,True
xsom172403792,2022-03-19,xsom172403792,NODE-2819,DEPOT-260,AGENT-DEPOT-260-AGE-37,37,18.994049,72.825203,19.024049,72.855203,Customer 2819,110,4.7,Metropolitian ,15,4.590771505102241,False,True
vwtc569446089,2022-02-12,vwtc569446089,NODE-2911,DEPOT-344,AGENT-DEPOT-344-AGE-38,38,27.158822,78.045359,27.288822,78.175359,Customer 2911,230,4.5,Metropolitian ,3,19.343830908140795,False,True
ykka891793194,2022-03-03,ykka891793194,NODE-1594,DEPOT-240,AGENT-DEPOT-240-AGE-32,32,17.45971,78.368855,17.47971,78.388855,Customer 1594,145,4.8,Metropolitian ,11,3.0733915714431617,False,True
cino379834334,2022-03-04,cino379834334,NODE-1015,DEPOT-216,AGENT-DEPOT-216-AGE-33,33,19.120083,72.907385,19.250083,73.037385,Customer 1015,175,4.1,Metropolitian ,13,19.883360631545855,False,True
mwfa804460439,2022-03-13,mwfa804460439,NODE-2912,DEPOT-288,AGENT-DEPOT-288-AGE-39,39,23.353783,85.326967,23.413783,85.386967,Customer 2912,180,4.0,Urban ,14,9.056024276265347,False,True
txpc670469337,2022-04-05,txpc670469337,NODE-0334,DEPOT-159,AGENT-DEPOT-159-AGE-30,30,13.026279,80.174568,13.036279,80.184568,Customer 0334,95,5.0,Metropolitian ,11,1.5524171512659315,False,True
oifk679853272,2022-03-04,oifk679853272,NODE-1720,DEPOT-123,AGENT-DEPOT-123-AGE-35,35,23.351489,85.324253,23.461489,85.434253,Customer 1720,205,4.0,Metropolitian ,12,16.601408334261674,False,True
dqgo624546930,2022-03-24,dqgo624546930,NODE-0885,DEPOT-271,AGENT-DEPOT-271-AGE-36,36,23.351058,85.325731,23.371058,85.345731,Customer 0885,125,4.5,Metropolitian ,14,3.0189114817580243,False,True
eshz692112293,2022-03-02,eshz692112293,NODE-0822,DEPOT-021,AGENT-DEPOT-021-AGE-27,27,23.357804,85.325146,23.467804,85.435146,Customer 0822,165,4.8,Metropolitian ,14,16.601046189403373,False,True
pmyq311667264,2022-03-03,pmyq311667264,NODE-2027,DEPOT-281,AGENT-DEPOT-281-AGE-38,38,18.53408,73.89852,18.57408,73.93852,Customer 2027,145,4.7,Metropolitian ,11,6.128846407056886,False,True
uqwl956599056,2022-03-29,uqwl956599056,NODE-2731,DEPOT-081,AGENT-DEPOT-081-AGE-32,32,12.284747,76.625861,12.394747,76.735861,Customer 2731,170,3.9,Metropolitian ,11,17.099225478912437,False,True
hlsj144272347,2022-02-16,hlsj144272347,NODE-2913,DEPOT-285,AGENT-DEPOT-285-AGE-34,34,25.454697,81.834492,25.544697,81.924492,Customer 2913,220,5.0,Metropolitian ,3,13.481108157687446,False,True
kcln965804801,2022-04-05,kcln965804801,NODE-0929,DEPOT-150,AGENT-DEPOT-150-AGE-20,20,12.906229,77.596791,12.936229,77.626791,Customer 0929,85,5.0,Metropolitian ,14,4.65825552423237,False,True
piqd658725028,2022-02-17,piqd658725028,NODE-2914,DEPOT-332,AGENT-DEPOT-332-AGE-24,24,30.893081,75.821495,30.953081,75.881495,Customer 2914,80,4.6,Metropolitian ,2,8.790247271593106,False,True
gthi298779435,2022-03-26,gthi298779435,NODE-0789,DEPOT-201,AGENT-DEPOT-201-AGE-35,35,11.008638,76.984311,11.028638,77.004311,Customer 0789,90,4.9,Metropolitian ,14,3.116212741612218,False,True
uhzz104989960,2022-03-24,uhzz104989960,NODE-0938,DEPOT-033,AGENT-DEPOT-033-AGE-20,20,18.55144,73.804855,18.60144,73.854855,Customer 0938,75,4.6,Metropolitian ,13,7.660582694185052,False,True
nffx370526208,2022-03-21,nffx370526208,NODE-1364,DEPOT-001,AGENT-DEPOT-001-AGE-25,25,22.745049,75.892471,22.755049,75.902471,Customer 1364,90,5.0,Urban ,15,1.5126000890232916,False,True
mewt871099523,2022-03-15,mewt871099523,NODE-1519,DEPOT-047,AGENT-DEPOT-047-AGE-31,31,26.88842,75.800689,26.91842,75.830689,Customer 1519,160,4.6,Metropolitian ,15,4.469606139374459,False,True
fpcb539240429,2022-03-15,fpcb539240429,NODE-2915,DEPOT-201,AGENT-DEPOT-201-AGE-22,22,11.008638,76.984311,11.058638,77.034311,Customer 2915,125,4.7,Metropolitian ,15,7.790336733567704,False,True
dams615026578,2022-03-26,dams615026578,NODE-0982,DEPOT-313,AGENT-DEPOT-313-AGE-23,23,11.02091,76.940432,11.05091,76.970432,Customer 0982,115,5.0,Urban ,13,4.674184358398377,False,True
kgti461197070,2022-03-18,kgti461197070,NODE-0427,DEPOT-201,AGENT-DEPOT-201-AGE-33,33,11.008638,76.984311,11.098638,77.074311,Customer 0427,85,4.9,Metropolitian ,17,14.022136830289478,False,True
vppu454529572,2022-02-16,vppu454529572,NODE-1495,DEPOT-013,AGENT-DEPOT-013-AGE-30,30,30.899584,75.809346,30.979584,75.889346,Customer 1495,80,4.8,Metropolitian ,4,11.719471817434323,False,True
urdv226213599,2022-03-05,urdv226213599,NODE-2916,DEPOT-281,AGENT-DEPOT-281-AGE-33,33,18.53408,73.89852,18.54408,73.90852,Customer 2916,125,4.8,Metropolitian ,13,1.5322753274864631,False,True
cxtv063245234,2022-03-29,cxtv063245234,NODE-0436,DEPOT-239,AGENT-DEPOT-239-AGE-31,31,17.422819,78.449578,17.502819,78.529578,Customer 0436,210,4.1,Urban ,16,12.29378731203682,False,True
zmvi017713667,2022-03-04,zmvi017713667,NODE-1689,DEPOT-107,AGENT-DEPOT-107-AGE-38,38,11.025083,77.015393,11.155083,77.145393,Customer 1689,215,4.6,Metropolitian ,12,20.252959556511744,False,True
lnll654439737,2022-03-31,lnll654439737,NODE-0703,DEPOT-135,AGENT-DEPOT-135-AGE-36,36,22.725835,75.887648,22.805835,75.967648,Customer 0703,190,3.5,Metropolitian ,15,12.10015723816894,False,True
rdhc131315007,2022-03-31,rdhc131315007,NODE-0097,DEPOT-082,AGENT-DEPOT-082-AGE-23,23,11.000762,76.981876,11.130762,77.111876,Customer 0097,145,4.9,Metropolitian ,12,20.253785359470783,False,True
cnzj238909732,2022-03-06,cnzj238909732,NODE-2917,DEPOT-202,AGENT-DEPOT-202-AGE-25,25,12.972161,77.596014,13.052161,77.676014,Customer 2917,180,4.0,Metropolitian ,15,12.419803337139525,False,True
exvw361329215,2022-04-06,exvw361329215,NODE-1932,DEPOT-222,AGENT-DEPOT-222-AGE-23,23,18.539299,73.897902,18.669299,74.027902,Customer 1932,110,4.8,Metropolitian ,10,19.915971082561146,False,True
jtsv828435645,2022-03-11,jtsv828435645,NODE-2918,DEPOT-023,AGENT-DEPOT-023-AGE-25,25,19.221315,72.862381,19.271315,72.912381,Customer 2918,80,4.6,Other,16,7.64610474832152,False,True
llbi438277400,2022-03-03,llbi438277400,NODE-2742,DEPOT-071,AGENT-DEPOT-071-AGE-21,21,12.316967,76.603067,12.326967,76.613067,Customer 2742,90,4.1,Metropolitian ,9,1.554526675991934,False,True
msqy545881869,2022-03-02,msqy545881869,NODE-1333,DEPOT-197,AGENT-DEPOT-197-AGE-34,34,23.371292,85.327872,23.461292,85.417872,Customer 1333,23,4.7,Metropolitian ,17,13.582511011042971,False,True
bzrn053286078,2022-03-16,bzrn053286078,NODE-0113,DEPOT-003,AGENT-DEPOT-003-AGE-22,22,12.914264,77.6784,12.994264,77.7584,Customer 0113,100,4.5,Metropolitian ,15,12.421212735966002,False,True
hkle685707911,2022-03-18,hkle685707911,NODE-0674,DEPOT-278,AGENT-DEPOT-278-AGE-27,27,21.185047,72.80859,21.265047,72.88859,Customer 0674,30,4.6,Urban ,16,12.161069532201358,False,True
afgp746946194,2022-03-24,afgp746946194,NODE-2919,DEPOT-007,AGENT-DEPOT-007-AGE-36,36,23.369746,85.33982,23.419746,85.38982,Customer 2919,125,4.6,Other,14,7.546401421474661,False,True
tmwy276144495,2022-02-17,tmwy276144495,NODE-2920,DEPOT-331,AGENT-DEPOT-331-AGE-31,31,25.459775,81.834841,25.519775,81.894841,Customer 2920,150,5.0,Metropolitian ,4,8.98773907634356,False,True
wwxc462052134,2022-03-09,wwxc462052134,NODE-0005,DEPOT-005,AGENT-DEPOT-005-AGE-34,34,12.972793,80.249982,13.012793,80.289982,Customer 0005,160,4.0,Metropolitian ,13,6.2101379656240985,False,True
hvqc805199304,2022-03-11,hvqc805199304,NODE-1588,DEPOT-135,AGENT-DEPOT-135-AGE-25,25,22.725835,75.887648,22.785835,75.947648,Customer 1588,135,4.7,Urban ,14,9.075423573606574,False,True
euxg770358866,2022-03-23,euxg770358866,NODE-2621,DEPOT-066,AGENT-DEPOT-066-AGE-37,37,12.939496,77.625999,13.019496,77.705999,Customer 2621,175,4.1,Metropolitian ,14,12.420599246806638,False,True
elsg835291442,2022-02-11,elsg835291442,NODE-0802,DEPOT-265,AGENT-DEPOT-265-AGE-30,30,23.184992,77.417227,23.244992,77.477227,Customer 0802,195,4.6,Metropolitian ,4,9.061282952128346,False,True
acew949155820,2022-04-06,acew949155820,NODE-1061,DEPOT-279,AGENT-DEPOT-279-AGE-38,38,23.355164,85.324097,23.425164,85.394097,Customer 1061,170,4.3,Metropolitian ,15,10.565128845647761,False,True
viwf428290017,2022-04-05,viwf428290017,NODE-2704,DEPOT-082,AGENT-DEPOT-082-AGE-39,39,11.000762,76.981876,11.040762,77.021876,Customer 2704,200,4.1,Urban ,14,6.232403352170867,False,True
dkxy390365412,2022-04-02,dkxy390365412,NODE-2921,DEPOT-120,AGENT-DEPOT-120-AGE-37,37,12.321214,76.621094,12.451214,76.751094,Customer 2921,185,4.5,Metropolitian ,14,20.206420943723728,False,True
hpnx104710295,2022-03-11,hpnx104710295,NODE-1528,DEPOT-113,AGENT-DEPOT-113-AGE-33,33,13.081878,80.248519,13.111878,80.278519,Customer 1528,165,5.0,Metropolitian ,13,4.656649028065795,False,True
cjho394349723,2022-03-13,cjho394349723,NODE-0271,DEPOT-025,AGENT-DEPOT-025-AGE-28,28,26.849596,75.800512,26.869596,75.820512,Customer 0271,75,4.7,Urban ,12,2.9802493849187557,False,True
uxbm387242722,2022-03-30,uxbm387242722,NODE-0291,DEPOT-127,AGENT-DEPOT-127-AGE-34,34,21.149834,72.778666,21.199834,72.828666,Customer 0291,150,4.2,Urban ,14,7.601870282547478,False,True
pejr016461950,2022-03-15,pejr016461950,NODE-2354,DEPOT-097,AGENT-DEPOT-097-AGE-37,37,21.157729,72.768726,21.217729,72.828726,Customer 2354,135,4.7,Urban ,11,9.121874253616898,False,True
goqa343235175,2022-02-14,goqa343235175,NODE-2922,DEPOT-337,AGENT-DEPOT-337-AGE-32,32,15.516833,73.768172,15.586833,73.838172,Customer 2922,200,4.7,Metropolitian ,4,10.80810834240692,False,True
qoal881149457,2022-03-01,qoal881149457,NODE-1033,DEPOT-313,AGENT-DEPOT-313-AGE-22,22,11.02091,76.940432,11.08091,77.000432,Customer 1033,31,4.2,Metropolitian ,14,9.348134176984027,False,True
yvoo274974201,2022-03-12,yvoo274974201,NODE-2923,DEPOT-080,AGENT-DEPOT-080-AGE-34,34,18.994237,72.825553,19.084237,72.915553,Customer 2923,240,4.9,Metropolitian ,18,13.77113289483828,False,True
bwor581840042,2022-03-14,bwor581840042,NODE-0071,DEPOT-060,AGENT-DEPOT-060-AGE-24,24,13.086438,80.220672,13.196438,80.330672,Customer 0071,125,4.7,Metropolitian ,15,17.072871906399556,False,True
erct887772140,2022-04-05,erct887772140,NODE-2924,DEPOT-197,AGENT-DEPOT-197-AGE-37,37,23.371292,85.327872,23.391292,85.347872,Customer 2924,130,4.8,Metropolitian ,9,3.0187008024382194,False,True
yhuc098535990,2022-04-03,yhuc098535990,NODE-2925,DEPOT-250,AGENT-DEPOT-250-AGE-28,28,18.636215,73.751081,18.696215,73.811081,Customer 2925,60,4.7,Urban ,11,9.19040310530244,False,True
ksgb971383396,2022-03-30,ksgb971383396,NODE-0886,DEPOT-174,AGENT-DEPOT-174-AGE-31,31,21.170096,72.789122,21.200096,72.819122,Customer 0886,155,4.0,Metropolitian ,16,4.560975023660999,False,True
igsi576423213,2022-03-19,igsi576423213,NODE-2541,DEPOT-056,AGENT-DEPOT-056-AGE-20,20,17.431477,78.40035,17.471477,78.44035,Customer 2541,105,4.8,Metropolitian ,15,6.14707622035735,False,True
okbm411749537,2022-03-08,okbm411749537,NODE-0719,DEPOT-216,AGENT-DEPOT-216-AGE-24,24,19.120083,72.907385,19.210083,72.997385,Customer 0719,105,4.6,Metropolitian ,14,13.766192440641818,False,True
hzqf032717172,2022-02-11,hzqf032717172,NODE-2926,DEPOT-341,AGENT-DEPOT-341-AGE-23,23,15.157944,73.950889,15.187944,73.980889,Customer 2926,31,4.0,Metropolitian ,4,4.636103104060772,False,True
dedb951272088,2022-03-20,dedb951272088,NODE-0877,DEPOT-160,AGENT-DEPOT-160-AGE-35,35,17.455894,78.375467,17.545894,78.465467,Customer 0877,145,4.7,Metropolitian ,15,13.82913165629175,False,True
frxv353311077,2022-02-14,frxv353311077,NODE-2927,DEPOT-351,AGENT-DEPOT-351-AGE-31,31,23.234631,77.401663,23.344631,77.511663,Customer 2927,85,4.9,Metropolitian ,3,16.60809480410228,False,True
fpjd061937453,2022-03-01,fpjd061937453,NODE-1254,DEPOT-039,AGENT-DEPOT-039-AGE-21,21,21.149569,72.772697,21.169569,72.792697,Customer 1254,75,5.0,Metropolitian ,13,3.0408940852046724,False,True
opat562617623,2022-03-05,opat562617623,NODE-0948,DEPOT-100,AGENT-DEPOT-100-AGE-32,32,22.745536,75.893106,22.785536,75.933106,Customer 0948,135,5.0,Metropolitian ,12,6.050084991996258,False,True
flav248178466,2022-03-10,flav248178466,NODE-2592,DEPOT-118,AGENT-DEPOT-118-AGE-36,36,26.910262,75.783013,26.980262,75.853013,Customer 2592,165,4.7,Metropolitian ,13,10.42736760615815,False,True
